id,title
644034,NBA Three Pointers Made Per Game Leader
907057,Solana price on December 17?
900399,Wolverhampton Wanderers FC vs. Brentford FC - More Markets
614858,Oscars 2026: Best Documentary Feature Nominations 
582194,Fantasy Football: Top Kicker 
542329,NFL Coach of the Year
572645,Fantasy Football: Top TE 
701413,Price of dozen eggs in November?
599386,Eurovision 2026 Participants
896182,XRP price on December 15?
928061,Bitcoin price on December 20?
583417,NFL Defensive Player of the Year 
812364,NEOM SC vs. Al Ittihad Saudi Club
893349,Bristol City FC vs. Preston North End FC
614854,Oscars 2026: Best Documentary Feature Nominations 
645844,NHL Vezina Trophy Winner
566671,NFL MVP
700938,PDC World Darts Championship Winner
693687,LoL: LPL 2026 Season Winner
801911,Rhode Island Republican Senate Primary Winner
703477,How many straight weeks will Stranger Things: Season 5 be top show on Netflix?
820364,Steam Awards: VR Game of the Year
682653,Guinea Presidential Election
643634,NBA Sixth Man of the Year Winner
693678,LoL: LPL 2026 Season Winner
692209,November Inflation Eurozone - Annual
920563,Number of TSA passengers December 15 - 21?
822770,Olympique Marcquois Football vs. ES Troyes AC
909455,Turnout in 2025 Honduran General Election (Smaller Brackets)
644131,NBA Blocks Per Game Leader
644396,NBA Win Totals: Over or Under?
701593,What price will XRP hit before 2027?
937262,Dota 2: Heroic vs 1win (BO3)
645742,NHL Maurice 'Rocket' Richard Trophy Winner
903315,2026 Winter Olympics: 3rd Most Medals
903273,2026 Winter Olympics: 2nd Most Medals
644947,NHL Presidents' Trophy Winner
614435,Oscars 2026: Best Original Screenplay Winner 
634437,Golden Globes: Best Motion Picture – Musical or Comedy Winner
809919,Portugal Presidential Election: 1st Round 2nd Place
693835,Max Arctic sea ice extent this winter?
555794,Who will perform at Super Bowl halftime show?
690613,Will Extended launch a token by ___ ?
571183,2025 National Heads-Up Poker Championship Winner
647695,Elon Musk musk # tweets in December 2025?
645861,NHL Vezina Trophy Winner
812365,Al Shabab Saudi Club vs. Al Qadisiyah Saudi Club
643972,NBA Assists Per Game Leader
907785,Michigan Governor Republican Primary Winner
679364,Iowa Democratic Senate Primary Winner
896576,Newcastle United Jets FC vs. Sydney FC
933033,Spurs vs. Knicks
931293,ILT20: Abu Dhabi Knight Riders vs MI Emirates (Game 1)
629135,Süper Lig Winner
564399,Who will be the first to leave the Trump Cabinet in 2025?
800446,Which company has the top AI model end of January? (Style Control On)
608380,Freddie Mac IPO Closing Market Cap
572841,EPL – Which Clubs Get Relegated?
917167,Extremadura Regional Election Winner
788902,FC Alverca vs. FC Porto
694613,What will Amazon (AMZN) close at in 2025?
690674,Will Arc launch a token by ___ ?
638526,How many Tesla deliveries in Q4 2025?
576822,Ligue 1 - Which Clubs Get Relegated?
553883,2026 NBA Champion
938218,Gensyn public sale total commitments?
676786,IPOs before 2027?
687673,Who will Trump pardon before 2027?
702407,What will Tesla (TSLA) hit in December 2025?
822840,RC Strasbourg Alsace vs. USL Dunkerque
801453,Which company has the best AI model end of March?
681023,Cyprus House of Representatives Election Winner
571204,2025 National Heads-Up Poker Championship Winner
635522,Which coalition will form the next Dutch government?
903212,2026 Winter Olympics: Most Medals
555783,Who will perform at Super Bowl halftime show?
915104,Dolphins vs. Steelers
931257,Pisa SC vs. Juventus FC
517012,Highest grossing movie in 2025?
572644,Fantasy Football: Top TE 
741025,Will Opendoor (OPEN) close above ___ end of December?
645619,NHL James Norris Memorial Trophy Winner
634420,Golden Globes: Best Motion Picture – Musical or Comedy Winner
894173,Virtus Entella vs. FC Südtirol
524160,Who will Trump meet with in 2025?
601697,Fed decision in January?
801451,Which company has the best AI model end of March?
555791,Who will perform at Super Bowl halftime show?
801284,Which company has the best AI model end of January?
635534,Which coalition will form the next Dutch government?
631143,Which company has best AI model end of June?
643687,NBA Most Improved Player Winner
542890,NFL Sacks Leader 
569318,Colombia Chamber of Representatives Election Winner
734792,Which states will Donald Trump visit in 2026?
900395,Wolverhampton Wanderers FC vs. Brentford FC - More Markets
580003,Super Bowl - Winning Division 
566654,NFL MVP
921261,What will Tucker Carlson say at AmericaFest on December 18?
678687,Where will 2026 rank among the hottest years on record?
812362,NEOM SC vs. Al Ittihad Saudi Club
896328,Gemini 3.0 Flash released by...?
579362,Serie A - Top 4 Finish 
559653,Democratic Presidential Nominee 2028
601991,Champions League: Which teams advance to round of 16?
664747,US x Venezuela military engagement by...?
665333,Which countries will recognize Palestine before 2027?
643746,NBA Clutch Player of the Year Winner
572719,NFL Worst Team 
582138,English Premier League - Top 4 Finish 
540599,Who will replace Musk as Tesla CEO?
643492,NBA Best Record
564164,NBA MVP 
740981,Will Palantir (PLTR) close above ___ end of December?
614056,Oscars 2026: Best Supporting Actor Nominations
700973,PDC World Darts Championship Winner
929694,Macarthur FC vs. Sydney FC
676743,Largest Company end of December 2026?
939340,"Next Gen ATP Finals, Group B: Dino Prizmic vs Nishesh Basavareddy"
906945,South Carolina Governor Republican Primary Winner
878356,Calcio Padova vs. UC Sampdoria
564398,Who will be the first to leave the Trump Cabinet in 2025?
702409,What will Tesla (TSLA) hit in December 2025?
811846,First song at Super Bowl LX Halftime Show?
645709,NHL Maurice 'Rocket' Richard Trophy Winner
896107,Solana above ___ on December 15?
549870,Next Prime Minister of the Netherlands
635008,Alaska Governor Election Winner  
809918,Portugal Presidential Election: 1st Round 2nd Place
922376,Will Apple (AAPL) finish week of December 15 above___?
825852,Colorado Governor Republican Primary Winner
678747,How many different countries will Israel strike in 2026?
676998,Which artists will release a new song in 2026?
644055,NBA Three Pointers Made Per Game Leader
842158,2025 FIDE World Blitz Championship Winner
704480,Florida Governor Republican Primary Winner
643974,NBA Assists Per Game Leader
659028,2026 Women's NCAA Tournament Winner
655431,Which soccer players will sign with new clubs in winter window?
914759,XRP price on December 18?
702346,What will Microsoft (MSFT) hit in December 2025?
578444,Ligue 1 - Top Goalscorer 
568682,The Masters - Winner 
915819,Dolphins vs. Steelers
700966,PDC World Darts Championship Winner
734828,Which states will Donald Trump visit in 2026?
541525,NFL Comeback Player of the Year 
809909,Portugal Presidential Election: 1st Round 2nd Place
679018,Next French Presidential Election
897033,2026 Winter Olympics: 3rd Most Gold Medals
915771,SpaceX IPO closing market cap above ___ ?
801015,Al Okhdood SC vs. Damac Saudi Club
693538,What will Brian Armstrong say during Coinbase's product showcase?
836091,Le Havre AC vs. Amiens SC
569428,Portugal Presidential Election
542892,NFL Sacks Leader 
678690,Where will 2026 rank among the hottest years on record?
907144,Kocaelispor vs. Antalyaspor
556646,Will Infinex launch a token by ___ ?
920402,Variational FDV above ___ one day after launch?
701679,What will Apple (AAPL) close at in 2025?
645829,NHL Vezina Trophy Winner
896622,Melbourne City FC vs. Sydney FC
645315,NHL Hart Memorial Trophy Winner
572591,Fantasy Football: Top WR
812367,Al Shabab Saudi Club vs. Al Qadisiyah Saudi Club
920524,XRP price on December 19?
690612,Will Extended launch a token by ___ ?
907088,XRP above ___ on December 17?
931907,Palermo FC vs. Calcio Padova
553829,2026 NHL Stanley Cup Champion 
643558,NBA Defensive Player of the Year Winner
914249,Trump approval rating on December 19?
916437,Ink FDV above ___ one day after launch?
608366,OpenAI IPO Closing Market Cap
635518,Which coalition will form the next Dutch government?
541554,NFL Defensive Rookie of the Year 
693873,Min Arctic sea ice extent this summer?
937617,Grizzlies vs. Clippers
592965,Trump approval rating on December 31?
667137,First out of Trump Cabinet by end of 2026? (Duplicate)
689513,VOOI FDV above ___ one day after launch?
583627,Portugal Presidential Election
701327,Next US x Venezuela military engagement on...?
903321,2026 Winter Olympics: 3rd Most Medals
701616,What will Tesla (TSLA) close at in 2025?
907665,Deportivo Alavés vs. Sevilla FC
922401,Microsoft (MSFT) closes week of Dec 15 at ___?
678783,How many different countries will the US strike in 2026?
822810,US Raon l'Etape vs. Paris FC
706490,Will Fogo launch a token by ___ ?
628018,Grammys: Album of the Year Winner
937236,Dota 2: Xtreme Gaming vs Natus Vincere (BO3)
928861,Tottenham Hotspur FC vs. Aston Villa FC
741789,2025 PGA Tour Player of the Year
897793,Critics Choice Awards: Best Animated Feature Winner
801013,Al Okhdood SC vs. Damac Saudi Club
614764,Oscars 2026: Best Film Editing Winner
939168,AC Milan vs. Hellas Verona FC
701836,What price will Chainlink hit before 2027?
928789,Cheltenham Town FC vs. Leicester City FC
875526,Everton FC vs. Arsenal FC
922462,Google (GOOGL) closes week of Dec 15 at ___?
938236,Jaguars vs. Broncos
907666,Deportivo Alavés vs. Sevilla FC
538291,Who will Trump announce as next Fed Chair in 2025?
633920,Golden Globes: Best Actress – Limited Series Winner
902207,What will be the top global Netflix show this week?
925174,Feyenoord Rotterdam vs. FC Twente '65 - More Markets
635505,Which coalition will form the next Dutch government?
631147,Which company has best AI model end of June?
571232,2025 National Heads-Up Poker Championship Winner
718621,NEOM SC vs. Al Najmah Saudi Club
868670,Montreuil FC vs. US Chauvigny
676424,Next NFL Head Coach Fired?
582181,Bundesliga - Top 4 Finish 
564663,Who will be named in newly released Epstein files?
572744,English Premier League – 2nd Place 
939948,Charlton Athletic FC vs. Oxford United FC - More Markets
898177,2026 Winter Olympics: Ice Hockey Silver Medal Winner
939542,Mavericks vs. Jazz
904695,Maine Governor Republican Primary Winner
643613,NBA Sixth Man of the Year Winner
643375,Which teams will make the NBA Playoffs?
692298,Who will announce Presidential run before 2027?
558957,2026 FIFA World Cup Winner 
915375,How many dissent at the next Fed meeting?
900323,Fulham FC vs. Nottingham Forest FC - More Markets
909466,SpaceX IPO closing market cap above ___ ?
875472,TSV Fortuna 95 Düsseldorf vs. SpVgg Greuther Fürth
841952,2025 FIDE World Rapid Championship Winner
822807,SA Mérignac vs. Istres FC
799656,Massachusetts Democratic Senate Primary Winner
630340,Which company has second best AI model end of December?
929153,What day will the Lighter airdrop be?
937266,Dota 2: Team Liquid vs GamerLegion (BO3)
787517,Honduras Presidential Election Margin of Victory (New Strikes)
656312,OpenAI IPO by...?
558941,2026 FIFA World Cup Winner 
693532,Ukraine strike in Russia on...?
683023,Who will be the next Speaker of the New York City Council?
572843,EPL – Which Clubs Get Relegated?
572965,NFL Win Totals: Over or Under? 
582187,Bundesliga - Top 4 Finish 
920463,Bitcoin above ___ on December 19?
601998,Champions League: Which teams advance to round of 16?
663383,Big 12 Men's College Basketball 2025-2026 Regular Season Champion
826831,Chris Paul Next Team?
937249,Dota 2:  Pipsqueak+4 vs Amaru Gaming (BO3)
675598,Which cities will Waymo launch in by June 30?
931247,US Lecce vs. Como 1907
611035,Lighter market cap (FDV) one day after launch?
939337,"Next Gen ATP Finals, Group B: Dino Prizmic vs Nishesh Basavareddy"
788891,CF Estrela da Amadora vs. Moreirense FC
898372,2026 Winter Olympics: Most Medal Points
643723,NBA Clutch Player of the Year Winner
900337,Aston Villa FC vs. Manchester United FC - More Markets
614258,Oscars 2026: Best Supporting Actor Winner
541562,NFL Defensive Rookie of the Year 
663344,Steam Awards: Game of the Year
906660,What will be the top US Netflix movie this week?
907681,Granada CF vs. Rayo Vallecano de Madrid
813541,Republican 2026 House odds hit___ by March 31?
637688,What price will gold close at in 2025? ($4000-5000)
692285,Who will announce Presidential run before 2027?
916064,"""Avatar: Fire and Ash"" Rotten Tomatoes score?"
693943,Which companies announce bankruptcy before 2027?
645128,NHL Art Ross Trophy Winner
937267,Dota 2: Team Liquid vs GamerLegion (BO3)
938854,Raptors vs. Heat
635532,Which coalition will form the next Dutch government?
542884,NFL Sacks Leader 
635521,Which coalition will form the next Dutch government?
701409,Price of dozen eggs in November?
572775,English Premier League – 3rd Place 
900340,RB Leipzig vs. Bayer 04 Leverkusen - More Markets
524547,Which vaccines will RFK end recommendations for?
809533,Portugal Presidential Election: 1st Round Winner
614912,Oscars 2026: Best Costume Design Winner
701336,Next US x Venezuela military engagement on...?
546499,NFL Protector of the Year 
920674,International T20 Series: India vs South Africa (Game 5) - Team Top Batter
643735,NBA Clutch Player of the Year Winner
663460,Big East Men's College Basketball 2025-2026 Regular Season Champion
896612,Western Sydney Wanderers FC vs. Macarthur FC
905235,Bengals vs. Dolphins
905259,Patriots vs. Ravens
893774,Villarreal CF vs. FC Barcelona
666587,How many people will Trump deport in 2026?
937250,Dota 2:  Pipsqueak+4 vs Amaru Gaming (BO3)
613846,Oscars 2026: Best Picture Winner
839542,Who makes TIME’s 2025 Person of the Year Shortlist?
690212,What will Fed Rate hit before 2027?
822791,US Lusitanos de Saint-Maur vs. Lille OSC
667004,Metamask FDV above ___ one day after launch?
645617,NHL James Norris Memorial Trophy Winner
809900,Portugal Presidential Election: 1st Round 2nd Place
542351,NFL Coach of the Year
540209,Super Bowl Champion 2026
645718,NHL Maurice 'Rocket' Richard Trophy Winner
645444,NHL Calder Memorial Trophy Winner
928860,Preston North End FC vs. Wigan Athletic FC
697454,Al Shabab Saudi Club vs. Al Riyadh Saudi Club
893783,Real Sociedad de Fútbol B vs. AD Ceuta FC
579400,Serie A - Top Goalscorer 
823474,FC Lausanne-Sport vs. ACF Fiorentina
937178,Big Bash League: Melbourne Renegades vs Hobart Hurricanes (Game 1) - Team Top Batter
637409,What price will gold close at in 2025? ($4000-5000)
645100,NHL Art Ross Trophy Winner
906948,South Carolina Governor Republican Primary Winner
644404,NBA Win Totals: Over or Under?
577165,English Premier League - Top Goalscorer 
788174,Will Paradex launch a token by ___?
920394,Who will Trump talk to in January?
693543,What will Brian Armstrong say during Coinbase's product showcase?
586574,Which Parties will be part of next Government of the Netherlands?
703987,2026 South Korean Local Elections: Party Winner
601997,Champions League: Which teams advance to round of 16?
914597,Next Michigan Football head coach?
572853,EPL – Which Clubs Get Relegated?
586576,Which Parties will be part of next Government of the Netherlands?
928053,Ethereum above ___ on December 20?
910101,Who will be the next Secretary-General of the UN?
645333,NHL Hart Memorial Trophy Winner
583492,NFL Offensive Player of the Year 
928465,Perth Glory FC vs. Adelaide United FC - More Markets
568687,The Masters - Winner 
822805,Bayeux FC vs. Blois Football 41
679231,Texas Democratic Senate Primary Winner
687554,Which CEOs will be out before 2027?
601852,Champions League Top Scorer
666595,Who will Trump meet with in 2026?
681146,Will a new country buy Bitcoin by...?
920118,Golden Globes: Best Podcast Winner
675605,How many cities will Waymo operate in by June 30?
614015,Oscars 2026: Best Actor Winner
645326,NHL Hart Memorial Trophy Winner
642826,Next leader out of power in 2025?
638291,Argentina Official USD Exchange Rate on December 31?
925758,Modena FC 2018 vs. AC Monza
629426,Maine Governor Election Winner
716634,Fogo FDV above ___ one day after launch?
931297,ILT20: Abu Dhabi Knight Riders vs MI Emirates (Game 1) - Toss Match Double
700994,PDC World Darts Championship Winner
834856,USD.AI FDV above ___ one day after launch?
897531,Critics Choice Awards: Best Visual Effects Winner
740773,Will Meta (META) close above ___ end of December?
576411,What price will Solana hit before 2026?
679494,2026 Gyeonggi Province Gubernatorial Election Winner
937171,Big Bash League: Melbourne Renegades vs Hobart Hurricanes (Game 1) - Toss Match Double
922531,Will Tesla (TSLA) finish week of December 15 above___?
695644,November Unemployment Rate - U.K.
566240,La Liga Winner 
643788,NBA Coach of the Year Winner
894376,Celtic FC vs. Aberdeen FC
878366,Modena FC 2018 vs. Venezia FC
517315,How many people will Trump deport in 2025?
939312,"Next Gen ATP Finals, Group B: Martin Landaluce vs Nicolai Budkov Kjaer"
939305,"Next Gen ATP Finals, Group B: Martin Landaluce vs Nicolai Budkov Kjaer"
693680,LoL: LPL 2026 Season Winner
578014,NFL Best Regular Season Team 
823498,Nebraska Governor Republican Primary Winner
939435,Grizzlies vs. Clippers
638524,How many Tesla deliveries in Q4 2025?
692268,Who will announce Presidential run before 2027?
644042,NBA Three Pointers Made Per Game Leader
629096,NHL: Eastern Conference Champion
568652,The Masters - Winner 
645445,NHL Calder Memorial Trophy Winner
907034,Bitcoin above ___ on December 17?
578410,Ligue 1 - Top Goalscorer 
666825,Which countries will Trump make new trade deals with before 2027?
580005,Super Bowl - Winning Division 
644043,NBA Three Pointers Made Per Game Leader
791380,What price will BNB hit in December?
643931,NBA Rebounds Per Game Leader
643509,NBA Worst Record
666495,edgeX FDV above ___ one day after launch?
593940,Richest person on December 31?
872655,Plunket Shield: Canterbury Kings vs Auckland Aces (Game 1)
902161,2026 FIFA World Cup: Which countries qualify?
578436,Ligue 1 - Top Goalscorer 
645741,NHL Maurice 'Rocket' Richard Trophy Winner
908044,Who will advance from the Alaska Governor primary?
564195,NBA Eastern Conference Champion 
716916,Parense de Manos III
813538,Republican 2026 House odds hit___ by March 31?
646260,Which teams will make the NHL Playoffs?
582189,Bundesliga - Top 4 Finish 
533296,Which artists will release new albums in 2025?
679255,Illinois Democratic Senate Primary Winner
813506,Mike Johnson out as Speaker by...?
702427,What will Netflix (NFLX) hit in December 2025?
682655,Guinea Presidential Election
669819,Which company will have the best AI model for math at the end of 2025?
693677,LoL: LPL 2026 Season Winner
663343,Steam Awards: Game of the Year
939338,"Next Gen ATP Finals, Group B: Dino Prizmic vs Nishesh Basavareddy"
677165,GDP growth in 2026
603154,Late Show hosts cancelled by December 31?
939317,"Next Gen ATP Finals, Group A: Learner Tien vs Rafael Jodar"
914604,Next Michigan Football head coach?
566154,UEFA Champions League Winner 
909443,Honduras Presidential Election Margin of Victory (Micro Strikes)
613821,Oscars 2026: Best Picture Nominations 
679155,2026 Busan Mayoral Election Winner
800765,What price will Dogecoin hit in December?
643399,Which teams will make the NBA Playoffs?
572633,Fantasy Football: Top TE 
643465,NBA Atlantic Division Winner
701546,What price will Ethereum hit before 2027?
828839,Bristol City FC vs. Portsmouth FC
633600,Golden Globes: Best Supporting Actress – Television Winner
694616,What will Amazon (AMZN) close at in 2025?
898370,2026 Winter Olympics: Most Medal Points
797058,Odds of Newsom Dem Pres Nominee by December 31?
788460,Kentucky Republican Senate Primary Winner
716633,Fogo FDV above ___ one day after launch?
907014,Ethereum above ___ on December 17?
916110,Dolphins vs. Steelers
703736,Who will win the 2026 Democratic D.C. Mayoral Primary?
644060,NBA Three Pointers Made Per Game Leader
566156,UEFA Champions League Winner 
931251,Udinese Calcio vs. SS Lazio
